DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'26-Aug-2017 08:00:00',9.97,0.0,71.71,1.967,14.05,0.95
'26-Aug-2017 09:00:00',10.73,0.0,67.84,2.179,69.68,0.98
'26-Aug-2017 10:00:00',12.40,0.0,57.91,1.913,138.90,1.04
'26-Aug-2017 11:00:00',13.15,0.0,52.97,2.136,236.25,1.06
'26-Aug-2017 12:00:00',13.73,0.0,50.42,2.236,287.33,1.10
'26-Aug-2017 13:00:00',13.69,0.0,48.91,1.717,217.25,1.07
'26-Aug-2017 14:00:00',13.88,0.0,50.43,1.761,238.98,1.11
'26-Aug-2017 15:00:00',14.32,0.0,49.40,2.011,237.59,1.15
'26-Aug-2017 16:00:00',13.91,0.0,53.58,1.199,163.00,1.15
'26-Aug-2017 17:00:00',13.70,0.0,53.32,1.095,86.29,1.12
'26-Aug-2017 18:00:00',13.28,0.0,54.31,0.988,22.79,1.08
'26-Aug-2017 19:00:00',13.51,0.0,51.87,1.875,0.46,1.08
'26-Aug-2017 20:00:00',13.29,0.0,52.76,1.662,0.00,1.06
'26-Aug-2017 21:00:00',12.11,0.2,67.63,1.820,0.00,1.13
'26-Aug-2017 22:00:00',11.49,0.0,74.93,2.233,0.00,1.12
'26-Aug-2017 23:00:00',11.43,0.0,74.35,2.308,0.00,1.10
'27-Aug-2017 00:00:00',11.61,0.0,71.98,2.401,0.00,1.09
'27-Aug-2017 01:00:00',11.65,0.0,69.72,2.413,0.00,1.08
'27-Aug-2017 02:00:00',10.82,4.2,76.62,2.171,0.00,1.09
'27-Aug-2017 03:00:00',8.33,2.2,90.10,1.818,0.00,1.01
'27-Aug-2017 04:00:00',7.76,1.2,89.05,0.394,0.00,0.95
'27-Aug-2017 05:00:00',7.57,0.6,85.08,1.142,0.00,0.91
'27-Aug-2017 06:00:00',6.60,0.0,83.85,0.636,0.00,0.84
'27-Aug-2017 07:00:00',6.97,0.0,69.48,1.733,0.18,0.71
'27-Aug-2017 08:00:00',5.93,0.0,72.20,1.240,13.84,0.67
'27-Aug-2017 09:00:00',6.57,0.0,75.76,1.429,59.62,0.76
'27-Aug-2017 10:00:00',7.59,0.0,71.95,2.365,93.78,0.80
'27-Aug-2017 11:00:00',7.94,1.0,70.57,3.688,140.88,0.82
'27-Aug-2017 12:00:00',8.78,0.0,68.47,2.946,365.91,0.86
'27-Aug-2017 13:00:00',8.60,0.0,69.49,2.352,303.14,0.85
'27-Aug-2017 14:00:00',10.17,0.0,58.11,4.180,360.06,0.87
'27-Aug-2017 15:00:00',9.71,0.0,61.67,3.442,257.59,0.85
'27-Aug-2017 16:00:00',9.76,0.0,56.95,3.509,201.66,0.80
'27-Aug-2017 17:00:00',9.36,0.0,59.89,2.957,144.58,0.79
'27-Aug-2017 18:00:00',8.37,0.0,64.66,1.818,30.39,0.76
'27-Aug-2017 19:00:00',6.81,0.0,71.64,0.919,0.96,0.74
'27-Aug-2017 20:00:00',6.09,0.0,76.78,0.646,0.00,0.73
'27-Aug-2017 21:00:00',5.40,0.0,81.48,0.137,0.00,0.73
'27-Aug-2017 22:00:00',5.18,0.0,81.62,0.318,0.00,0.71
'27-Aug-2017 23:00:00',4.85,0.0,83.80,0.001,0.00,0.71
'28-Aug-2017 00:00:00',3.93,0.0,88.40,0.055,0.00,0.70
'28-Aug-2017 01:00:00',3.92,0.0,89.68,0.010,0.00,0.71
'28-Aug-2017 02:00:00',3.92,0.0,89.73,0.000,0.00,0.71
'28-Aug-2017 03:00:00',3.16,0.0,91.08,0.027,0.00,0.68
'28-Aug-2017 04:00:00',2.73,0.0,92.00,0.008,0.00,0.67
'28-Aug-2017 05:00:00',2.41,0.0,91.70,0.000,0.00,0.65
'28-Aug-2017 06:00:00',2.90,0.0,91.13,0.041,0.00,0.67
'28-Aug-2017 07:00:00',3.03,0.0,89.85,0.260,0.28,0.66
'28-Aug-2017 08:00:00',3.27,0.0,88.38,1.387,31.91,0.66
'28-Aug-2017 09:00:00',5.43,0.0,83.83,1.591,114.30,0.75
'28-Aug-2017 10:00:00',7.72,0.0,76.68,1.234,106.94,0.84
'28-Aug-2017 11:00:00',9.63,0.0,64.85,0.166,178.75,0.88
'28-Aug-2017 12:00:00',9.86,0.4,61.59,0.714,213.35,0.86
'28-Aug-2017 13:00:00',9.18,0.0,72.78,0.743,297.81,0.92
'28-Aug-2017 14:00:00',9.59,0.0,70.21,0.780,116.81,0.93
'28-Aug-2017 15:00:00',10.34,0.0,71.25,1.049,393.85,1.01
'28-Aug-2017 16:00:00',10.96,0.0,65.35,1.544,327.70,1.00
'28-Aug-2017 17:00:00',10.52,0.0,61.87,1.451,191.91,0.91
'28-Aug-2017 18:00:00',10.48,0.0,62.20,0.978,75.40,0.91
'28-Aug-2017 19:00:00',8.86,0.0,71.03,0.146,1.83,0.87
'28-Aug-2017 20:00:00',6.70,0.0,81.46,0.000,0.00,0.81
'28-Aug-2017 21:00:00',5.67,0.0,87.13,0.000,0.00,0.79
'28-Aug-2017 22:00:00',5.43,0.0,89.00,0.007,0.00,0.80
'28-Aug-2017 23:00:00',5.61,0.0,88.38,0.001,0.00,0.80
'29-Aug-2017 00:00:00',5.87,0.0,87.15,0.035,0.00,0.80
'29-Aug-2017 01:00:00',5.57,0.0,87.18,0.721,0.00,0.79
'29-Aug-2017 02:00:00',6.52,0.0,84.48,1.662,0.00,0.82
'29-Aug-2017 03:00:00',6.68,0.0,84.65,1.994,0.00,0.83
'29-Aug-2017 04:00:00',6.52,0.4,86.90,1.667,0.00,0.84
'29-Aug-2017 05:00:00',6.40,0.0,86.58,2.016,0.00,0.83
'29-Aug-2017 06:00:00',6.50,0.0,86.63,1.603,0.00,0.84
'29-Aug-2017 07:00:00',6.42,0.0,87.15,1.830,0.27,0.84
'29-Aug-2017 08:00:00',6.64,0.0,86.68,1.782,18.51,0.85
'29-Aug-2017 09:00:00',7.54,0.0,83.68,2.103,64.23,0.89
'29-Aug-2017 10:00:00',9.28,0.0,76.45,1.739,57.33,0.95
'29-Aug-2017 11:00:00',10.64,0.0,69.76,1.531,262.86,1.01
'29-Aug-2017 12:00:00',10.55,0.0,68.09,0.785,207.51,0.98
'29-Aug-2017 13:00:00',11.66,0.0,61.45,0.808,287.40,1.02
'29-Aug-2017 14:00:00',11.90,0.0,59.52,0.488,259.20,1.02
'29-Aug-2017 15:00:00',12.75,0.0,57.02,0.659,309.53,1.08
'29-Aug-2017 16:00:00',13.05,0.0,54.72,0.701,303.38,1.08
'29-Aug-2017 17:00:00',12.75,0.2,57.00,0.402,172.08,1.07
'29-Aug-2017 18:00:00',11.61,0.0,62.40,0.278,34.45,1.00
'29-Aug-2017 19:00:00',11.10,0.0,64.65,0.054,0.73,0.98
'29-Aug-2017 20:00:00',11.03,0.0,64.26,0.400,0.00,0.97
'29-Aug-2017 21:00:00',10.81,0.0,63.55,2.093,0.00,0.94
'29-Aug-2017 22:00:00',10.61,0.0,67.71,0.743,0.00,0.97
'29-Aug-2017 23:00:00',9.98,0.0,78.78,0.563,0.00,1.03
'30-Aug-2017 00:00:00',9.86,0.0,78.48,0.652,0.00,1.01
'30-Aug-2017 01:00:00',9.18,0.0,78.53,0.480,0.00,0.96
'30-Aug-2017 02:00:00',8.43,0.0,82.30,0.571,0.00,0.94
'30-Aug-2017 03:00:00',8.33,0.0,82.33,0.735,0.00,0.93
'30-Aug-2017 04:00:00',8.13,0.0,81.90,0.880,0.00,0.91
'30-Aug-2017 05:00:00',8.42,0.0,81.10,0.327,0.00,0.92
'30-Aug-2017 06:00:00',8.14,0.0,82.43,1.091,0.00,0.91
'30-Aug-2017 07:00:00',7.64,0.0,84.38,1.092,0.37,0.90
'30-Aug-2017 08:00:00',7.89,0.0,83.98,0.662,9.70,0.91
'30-Aug-2017 09:00:00',8.27,1.2,89.30,0.302,31.75,1.00
'30-Aug-2017 10:00:00',9.09,0.0,92.00,0.281,65.50,1.08
'30-Aug-2017 11:00:00',10.10,0.0,91.45,0.294,117.31,1.16
'30-Aug-2017 12:00:00',11.33,0.0,80.80,1.170,231.63,1.20
'30-Aug-2017 13:00:00',12.57,0.0,59.42,3.242,221.51,1.08
'30-Aug-2017 14:00:00',12.78,0.0,52.44,3.021,342.46,1.05
'30-Aug-2017 15:00:00',12.92,0.0,51.37,3.897,383.35,1.04
'30-Aug-2017 16:00:00',12.23,0.0,53.32,3.154,197.94,0.98
'30-Aug-2017 17:00:00',11.90,0.0,54.94,3.215,198.99,0.97
'30-Aug-2017 18:00:00',10.34,0.0,63.40,1.858,24.36,0.90
'30-Aug-2017 19:00:00',8.76,0.0,70.54,0.088,1.29,0.85
'30-Aug-2017 20:00:00',7.94,0.0,76.93,0.000,0.00,0.85
'30-Aug-2017 21:00:00',6.96,0.0,83.13,0.000,0.00,0.84
'30-Aug-2017 22:00:00',5.95,0.0,87.85,0.000,0.00,0.82
'30-Aug-2017 23:00:00',5.16,0.0,90.95,0.000,0.00,0.80
'31-Aug-2017 00:00:00',4.41,0.0,92.35,0.000,0.00,0.76
'31-Aug-2017 01:00:00',4.45,0.0,93.33,0.017,0.00,0.78
'31-Aug-2017 02:00:00',5.22,0.0,92.93,0.016,0.00,0.82
'31-Aug-2017 03:00:00',5.32,0.0,91.15,0.077,0.00,0.81
'31-Aug-2017 04:00:00',4.23,0.0,92.15,0.016,0.00,0.75
'31-Aug-2017 05:00:00',3.27,0.0,93.05,0.000,0.00,0.71
'31-Aug-2017 06:00:00',2.51,0.0,93.78,0.000,0.00,0.67
'31-Aug-2017 07:00:00',2.09,0.0,94.15,0.000,0.47,0.66
'31-Aug-2017 08:00:00',2.12,0.0,94.55,0.000,37.74,0.66
'31-Aug-2017 09:00:00',4.97,0.0,92.63,0.072,117.73,0.81
'31-Aug-2017 10:00:00',8.67,0.0,72.11,0.594,52.51,0.88
'31-Aug-2017 11:00:00',10.59,0.0,60.21,1.498,318.65,0.90
'31-Aug-2017 12:00:00',11.98,0.0,54.25,1.913,513.50,0.97
'31-Aug-2017 13:00:00',13.21,0.0,47.39,1.983,560.25,1.02
'31-Aug-2017 14:00:00',13.96,0.0,46.25,2.366,554.88,1.07
'31-Aug-2017 15:00:00',14.54,0.2,45.17,2.118,500.50,1.13
'31-Aug-2017 16:00:00',14.51,0.0,43.20,2.239,403.29,1.10
'31-Aug-2017 17:00:00',14.21,0.0,43.96,2.069,268.70,1.07
'31-Aug-2017 18:00:00',13.07,0.0,48.21,1.625,40.18,1.00
'31-Aug-2017 19:00:00',11.43,0.0,55.53,1.082,1.37,0.92
'31-Aug-2017 20:00:00',10.08,0.0,59.60,0.691,0.00,0.84
'31-Aug-2017 21:00:00',8.62,0.0,64.25,0.610,0.00,0.77
'31-Aug-2017 22:00:00',7.89,0.0,66.18,0.968,0.00,0.73
'31-Aug-2017 23:00:00',7.13,0.0,69.87,0.710,0.00,0.72
'01-Sep-2017 00:00:00',6.31,0.0,74.15,0.076,0.00,0.71
'01-Sep-2017 01:00:00',4.61,0.0,81.90,0.000,0.00,0.68
'01-Sep-2017 02:00:00',3.38,0.0,88.03,0.000,0.00,0.66
'01-Sep-2017 03:00:00',2.82,0.0,90.43,0.000,0.00,0.66
'01-Sep-2017 04:00:00',2.07,0.0,91.80,0.000,0.00,0.63
'01-Sep-2017 05:00:00',2.01,0.0,92.80,0.000,0.00,0.64
'01-Sep-2017 06:00:00',1.66,0.0,93.08,0.000,0.00,0.62
'01-Sep-2017 07:00:00',1.22,0.0,93.53,0.000,0.61,0.61
'01-Sep-2017 08:00:00',2.17,0.0,94.05,0.000,39.44,0.66
'01-Sep-2017 09:00:00',5.96,0.0,86.13,0.018,119.49,0.82
'01-Sep-2017 10:00:00',9.05,0.0,71.73,0.162,161.44,0.89
'01-Sep-2017 11:00:00',12.79,0.0,51.86,2.857,246.08,1.04
'01-Sep-2017 12:00:00',14.51,0.0,43.54,3.765,383.63,1.11
'01-Sep-2017 13:00:00',15.81,0.0,42.02,3.825,564.38,1.24
'01-Sep-2017 14:00:00',15.75,0.0,41.91,3.347,291.21,1.22
'01-Sep-2017 15:00:00',15.61,0.0,43.54,3.546,197.64,1.22
'01-Sep-2017 16:00:00',15.51,0.0,44.02,3.475,154.38,1.21
'01-Sep-2017 17:00:00',15.26,0.0,46.37,2.979,85.36,1.21
'01-Sep-2017 18:00:00',15.26,0.0,47.45,2.259,52.35,1.22
'01-Sep-2017 19:00:00',14.39,0.0,46.61,2.653,1.74,1.12
'01-Sep-2017 20:00:00',12.82,0.0,51.91,0.964,0.00,1.01
'01-Sep-2017 21:00:00',10.58,0.0,61.52,0.008,0.00,0.91
'01-Sep-2017 22:00:00',10.49,0.0,63.86,0.892,0.00,0.95
'01-Sep-2017 23:00:00',13.01,0.0,53.81,2.084,0.00,1.05
'02-Sep-2017 00:00:00',10.43,0.0,65.53,0.245,0.00,0.95
'02-Sep-2017 01:00:00',10.95,0.0,59.64,0.418,0.00,0.93
'02-Sep-2017 02:00:00',9.21,0.0,67.29,0.070,0.00,0.86
'02-Sep-2017 03:00:00',7.30,0.0,77.73,0.047,0.00,0.82
'02-Sep-2017 04:00:00',11.51,0.0,56.37,1.583,0.00,0.97
'02-Sep-2017 05:00:00',13.47,0.0,46.66,3.457,0.00,1.02
'02-Sep-2017 06:00:00',14.23,0.0,43.58,1.898,0.00,1.07
'02-Sep-2017 07:00:00',14.16,0.0,43.34,1.019,0.45,1.07
'02-Sep-2017 08:00:00',14.44,0.0,42.72,3.999,9.10,1.08
'02-Sep-2017 09:00:00',14.78,0.0,42.68,5.685,59.38,1.12
'02-Sep-2017 10:00:00',15.02,0.0,46.00,4.077,118.75,1.19
'02-Sep-2017 11:00:00',16.58,0.0,40.64,5.451,280.36,1.32
'02-Sep-2017 12:00:00',17.19,0.0,39.43,7.062,410.96,1.37
'02-Sep-2017 13:00:00',17.84,0.0,40.65,6.073,412.29,1.47
'02-Sep-2017 14:00:00',17.82,0.0,44.66,6.096,269.66,1.51
'02-Sep-2017 15:00:00',16.80,0.0,52.93,5.848,141.39,1.45
'02-Sep-2017 16:00:00',16.15,0.0,55.93,4.521,86.69,1.40
'02-Sep-2017 17:00:00',16.80,0.0,50.85,4.487,84.84,1.43
'02-Sep-2017 18:00:00',16.79,0.0,46.52,5.492,15.39,1.39
'02-Sep-2017 19:00:00',16.58,0.0,43.45,4.911,0.51,1.33
'02-Sep-2017 20:00:00',16.76,0.0,41.76,5.443,0.00,1.33
'02-Sep-2017 21:00:00',17.18,0.0,38.21,6.122,0.00,1.35
'02-Sep-2017 22:00:00',17.51,0.0,36.76,6.748,0.00,1.37
'02-Sep-2017 23:00:00',17.59,0.0,37.01,7.526,0.00,1.39
'03-Sep-2017 00:00:00',17.95,0.0,35.95,7.284,0.00,1.42
'03-Sep-2017 01:00:00',18.31,0.0,34.82,7.804,0.00,1.46
'03-Sep-2017 02:00:00',18.36,0.0,34.20,6.877,0.00,1.46
'03-Sep-2017 03:00:00',18.32,0.0,33.77,6.301,0.00,1.45
'03-Sep-2017 04:00:00',18.44,0.0,33.68,5.895,0.00,1.47
'03-Sep-2017 05:00:00',18.64,0.0,32.41,6.346,0.00,1.48
'03-Sep-2017 06:00:00',18.80,0.0,30.85,5.546,0.00,1.48
'03-Sep-2017 07:00:00',19.16,0.0,28.57,4.627,0.17,1.52
'03-Sep-2017 08:00:00',20.12,0.0,24.39,5.873,5.80,1.61
'03-Sep-2017 09:00:00',18.35,0.0,29.55,3.360,20.57,1.42
'03-Sep-2017 10:00:00',15.39,0.0,48.23,2.873,10.83,1.28
'03-Sep-2017 11:00:00',11.11,0.8,79.90,0.917,18.48,1.15
'03-Sep-2017 12:00:00',11.10,0.6,82.77,1.268,32.94,1.17
'03-Sep-2017 13:00:00',13.71,0.0,66.42,2.173,354.34,1.27
'03-Sep-2017 14:00:00',14.46,0.0,62.27,1.636,285.11,1.31
'03-Sep-2017 15:00:00',15.72,0.0,55.63,1.795,347.44,1.41
'03-Sep-2017 16:00:00',13.22,0.4,70.53,1.134,206.45,1.27
'03-Sep-2017 17:00:00',13.21,0.0,66.81,0.855,184.86,1.22
'03-Sep-2017 18:00:00',12.76,0.0,69.18,0.283,27.66,1.18
'03-Sep-2017 19:00:00',13.61,0.0,55.36,1.232,1.41,1.16
'03-Sep-2017 20:00:00',14.12,0.0,47.87,2.205,0.00,1.10
'03-Sep-2017 21:00:00',13.53,0.0,51.99,2.950,0.00,1.08
'03-Sep-2017 22:00:00',12.85,0.0,56.44,3.559,0.00,1.06
'03-Sep-2017 23:00:00',12.51,0.2,58.07,3.456,0.00,1.04
'04-Sep-2017 00:00:00',11.25,0.8,69.25,2.692,0.00,1.06
'04-Sep-2017 01:00:00',10.43,1.0,77.39,1.975,0.00,1.05
'04-Sep-2017 02:00:00',11.09,0.0,69.91,2.904,0.00,1.03
'04-Sep-2017 03:00:00',10.88,0.0,69.47,2.664,0.00,1.01
'04-Sep-2017 04:00:00',10.53,0.0,65.03,1.821,0.00,0.94
'04-Sep-2017 05:00:00',10.10,0.0,68.03,2.747,0.00,0.93
'04-Sep-2017 06:00:00',10.04,0.0,64.89,2.782,0.00,0.90
'04-Sep-2017 07:00:00',8.52,2.6,73.96,2.539,0.58,0.89
'04-Sep-2017 08:00:00',8.42,0.0,68.90,2.175,15.59,0.82
'04-Sep-2017 09:00:00',9.16,0.0,62.94,2.496,75.28,0.81
'04-Sep-2017 10:00:00',10.25,0.0,54.81,2.741,112.48,0.82
'04-Sep-2017 11:00:00',10.58,0.0,53.18,2.533,215.54,0.83
'04-Sep-2017 12:00:00',10.73,0.0,52.58,2.678,292.06,0.84
'04-Sep-2017 13:00:00',11.88,0.0,50.12,2.940,508.75,0.92
'04-Sep-2017 14:00:00',12.64,0.0,46.69,2.366,594.88,0.96
'04-Sep-2017 15:00:00',10.79,0.0,56.46,2.206,311.64,0.92
'04-Sep-2017 16:00:00',9.41,0.0,64.31,1.838,273.78,0.85
'04-Sep-2017 17:00:00',9.64,0.0,58.45,1.786,133.45,0.80
'04-Sep-2017 18:00:00',8.37,0.0,65.07,2.070,58.22,0.79
'04-Sep-2017 19:00:00',7.94,0.0,65.70,1.999,2.52,0.74
'04-Sep-2017 20:00:00',8.09,0.0,63.44,2.456,0.00,0.73
'04-Sep-2017 21:00:00',7.19,0.0,66.38,2.542,0.00,0.68
'04-Sep-2017 22:00:00',7.15,0.0,66.78,2.305,0.00,0.69
'04-Sep-2017 23:00:00',6.88,0.0,68.32,2.260,0.00,0.68
'05-Sep-2017 00:00:00',7.39,0.0,64.41,2.034,0.00,0.68
'05-Sep-2017 01:00:00',7.43,0.0,64.54,2.232,0.00,0.69
'05-Sep-2017 02:00:00',7.17,0.0,66.94,2.280,0.00,0.69
'05-Sep-2017 03:00:00',7.06,0.4,68.84,2.366,0.00,0.72
'05-Sep-2017 04:00:00',5.68,0.6,81.76,1.459,0.00,0.76
'05-Sep-2017 05:00:00',6.26,0.2,75.04,2.038,0.00,0.72
'05-Sep-2017 06:00:00',6.50,0.0,71.77,2.118,0.00,0.70
'05-Sep-2017 07:00:00',6.56,0.0,71.18,2.083,1.21,0.69
'05-Sep-2017 08:00:00',6.69,0.0,70.15,2.639,20.73,0.69
'05-Sep-2017 09:00:00',7.52,0.0,67.75,2.721,102.50,0.73
'05-Sep-2017 10:00:00',8.59,0.0,63.03,2.592,140.74,0.76
'05-Sep-2017 11:00:00',9.14,0.0,62.37,2.356,164.86,0.80
'05-Sep-2017 12:00:00',10.35,0.0,58.98,2.223,278.06,0.89
'05-Sep-2017 13:00:00',10.91,0.0,55.91,2.270,235.58,0.88
'05-Sep-2017 14:00:00',10.28,0.0,64.41,1.796,202.81,0.94
'05-Sep-2017 15:00:00',10.95,0.0,63.28,2.085,229.41,0.97
'05-Sep-2017 16:00:00',10.58,1.4,65.67,1.943,85.91,0.99
'05-Sep-2017 17:00:00',9.03,0.4,80.28,1.997,51.57,0.99
'05-Sep-2017 18:00:00',8.07,4.4,84.60,1.811,15.22,0.94
'05-Sep-2017 19:00:00',6.89,0.4,85.93,1.722,0.94,0.86
'05-Sep-2017 20:00:00',6.82,0.0,83.45,0.967,0.00,0.84
'05-Sep-2017 21:00:00',7.26,0.2,78.92,1.813,0.00,0.82
'05-Sep-2017 22:00:00',7.19,0.0,77.61,1.922,0.00,0.80
'05-Sep-2017 23:00:00',7.04,0.0,75.31,1.814,0.00,0.77
'06-Sep-2017 00:00:00',6.83,0.0,75.35,1.732,0.00,0.75
'06-Sep-2017 01:00:00',6.80,0.0,72.35,1.727,0.00,0.72
'06-Sep-2017 02:00:00',6.79,0.0,73.08,2.012,0.00,0.73
'06-Sep-2017 03:00:00',6.99,0.0,70.74,2.242,0.00,0.72
'06-Sep-2017 04:00:00',7.26,0.0,70.94,2.025,0.00,0.74
'06-Sep-2017 05:00:00',7.31,0.0,74.09,1.952,0.00,0.77
'06-Sep-2017 06:00:00',7.79,0.0,74.63,1.925,0.00,0.81
'06-Sep-2017 07:00:00',8.00,0.0,76.51,1.729,0.73,0.85
'06-Sep-2017 08:00:00',8.62,0.0,75.87,1.533,26.17,0.88
'06-Sep-2017 09:00:00',9.53,0.0,73.51,1.838,86.94,0.94
'06-Sep-2017 10:00:00',10.23,0.0,73.94,1.895,139.65,1.00
'06-Sep-2017 11:00:00',11.12,0.0,71.36,2.317,189.20,1.05
'06-Sep-2017 12:00:00',11.75,0.0,71.55,1.960,207.63,1.11
'06-Sep-2017 13:00:00',11.73,0.0,78.61,1.499,277.61,1.22
'06-Sep-2017 14:00:00',12.63,0.0,73.02,1.696,299.04,1.23
'06-Sep-2017 15:00:00',11.60,0.6,80.78,1.471,196.13,1.20
'06-Sep-2017 16:00:00',12.77,0.0,73.10,1.334,258.26,1.24
'06-Sep-2017 17:00:00',12.27,0.2,72.80,1.379,138.69,1.18
'06-Sep-2017 18:00:00',12.15,0.0,71.92,1.114,56.69,1.15
'06-Sep-2017 19:00:00',11.57,0.0,73.08,0.815,3.14,1.11
'06-Sep-2017 20:00:00',11.23,0.0,76.04,0.828,0.00,1.10
'06-Sep-2017 21:00:00',10.92,0.0,76.79,0.954,0.00,1.08
'06-Sep-2017 22:00:00',10.29,0.0,78.86,1.193,0.00,1.05
'06-Sep-2017 23:00:00',9.89,0.0,79.59,1.074,0.00,1.02
'07-Sep-2017 00:00:00',9.88,0.0,77.26,1.241,0.00,1.00
'07-Sep-2017 01:00:00',9.27,0.0,77.35,1.227,0.00,0.95
'07-Sep-2017 02:00:00',9.09,0.0,77.01,1.613,0.00,0.93
'07-Sep-2017 03:00:00',8.69,0.0,77.74,1.584,0.00,0.91
'07-Sep-2017 04:00:00',8.51,0.0,78.37,2.157,0.00,0.90
'07-Sep-2017 05:00:00',8.79,0.0,76.72,1.854,0.00,0.91
'07-Sep-2017 06:00:00',8.90,0.0,75.78,1.798,0.00,0.90
'07-Sep-2017 07:00:00',8.92,0.0,75.35,2.102,1.12,0.90
'07-Sep-2017 08:00:00',9.29,0.0,74.06,1.879,30.47,0.92
'07-Sep-2017 09:00:00',10.70,0.0,69.48,2.226,100.25,0.99
'07-Sep-2017 10:00:00',12.19,0.0,65.76,2.007,151.01,1.09
'07-Sep-2017 11:00:00',12.44,0.0,66.00,1.807,174.79,1.12
'07-Sep-2017 12:00:00',13.22,0.0,64.61,1.750,223.55,1.19
'07-Sep-2017 13:00:00',13.72,0.0,64.07,1.761,361.79,1.24
'07-Sep-2017 14:00:00',14.87,0.2,60.11,1.878,434.00,1.32
'07-Sep-2017 15:00:00',14.59,0.0,59.96,1.884,238.75,1.28
'07-Sep-2017 16:00:00',12.69,0.2,74.64,1.198,169.76,1.27
'07-Sep-2017 17:00:00',12.69,0.0,74.20,1.444,120.95,1.23
'07-Sep-2017 18:00:00',12.62,0.0,69.38,1.663,41.14,1.17
'07-Sep-2017 19:00:00',11.90,0.2,73.13,1.499,2.13,1.14
'07-Sep-2017 20:00:00',11.65,0.0,76.27,1.346,0.00,1.15
'07-Sep-2017 21:00:00',10.91,0.4,82.23,0.873,0.00,1.14
'07-Sep-2017 22:00:00',10.67,0.4,85.15,0.722,0.00,1.15
'07-Sep-2017 23:00:00',9.95,0.6,91.78,0.624,0.00,1.15
'08-Sep-2017 00:00:00',9.17,1.2,89.65,0.719,0.00,1.07
'08-Sep-2017 01:00:00',8.24,0.2,90.08,0.195,0.00,1.00
'08-Sep-2017 02:00:00',8.27,0.2,87.53,0.505,0.00,0.98
'08-Sep-2017 03:00:00',7.29,0.8,87.28,0.463,0.00,0.91
'08-Sep-2017 04:00:00',6.42,0.8,89.63,0.149,0.00,0.87
'08-Sep-2017 05:00:00',6.63,0.8,89.03,0.181,0.00,0.88
'08-Sep-2017 06:00:00',6.40,1.2,85.85,0.299,0.00,0.83
'08-Sep-2017 07:00:00',6.60,0.0,85.48,0.096,0.72,0.84
'08-Sep-2017 08:00:00',7.29,0.0,81.81,0.549,25.84,0.87
'08-Sep-2017 09:00:00',8.60,0.0,70.30,0.455,70.99,0.84
'08-Sep-2017 10:00:00',9.96,0.0,65.99,0.914,163.63,0.92
'08-Sep-2017 11:00:00',11.03,0.0,60.25,1.367,349.35,0.96
'08-Sep-2017 12:00:00',11.98,0.0,55.10,1.622,513.88,0.98
'08-Sep-2017 13:00:00',12.51,0.0,50.60,1.790,536.25,0.99
'08-Sep-2017 14:00:00',12.20,0.0,51.36,1.678,269.95,0.96
'08-Sep-2017 15:00:00',11.13,0.0,65.81,1.237,270.45,1.04
'08-Sep-2017 16:00:00',10.92,0.0,66.89,0.934,134.35,1.00
'08-Sep-2017 17:00:00',10.68,0.0,70.89,1.167,127.44,1.01
'08-Sep-2017 18:00:00',10.72,0.0,72.14,1.173,64.40,1.03
'08-Sep-2017 19:00:00',9.56,0.4,77.36,1.630,3.99,0.99
'08-Sep-2017 20:00:00',8.23,0.0,82.98,0.590,0.00,0.93
'08-Sep-2017 21:00:00',8.82,0.2,83.73,0.303,0.00,0.98
'08-Sep-2017 22:00:00',8.46,1.4,88.15,0.207,0.00,1.00
'08-Sep-2017 23:00:00',7.97,0.0,89.50,0.148,0.00,0.97
'09-Sep-2017 00:00:00',8.21,0.0,87.15,0.103,0.00,0.97
'09-Sep-2017 01:00:00',8.19,0.4,89.60,0.014,0.00,0.99
'09-Sep-2017 02:00:00',8.26,0.4,90.58,0.044,0.00,1.00
'09-Sep-2017 03:00:00',8.22,0.0,87.80,0.224,0.00,0.97
'09-Sep-2017 04:00:00',8.31,0.0,86.33,0.260,0.00,0.96
'09-Sep-2017 05:00:00',8.30,0.0,86.73,0.087,0.00,0.97
'09-Sep-2017 06:00:00',8.29,0.0,87.35,0.213,0.00,0.97
'09-Sep-2017 07:00:00',8.35,0.0,88.65,0.106,0.65,0.99
'09-Sep-2017 08:00:00',8.51,0.4,90.73,0.039,10.93,1.02
'09-Sep-2017 09:00:00',8.78,0.0,91.03,0.137,45.71,1.05
'09-Sep-2017 10:00:00',9.33,0.2,91.20,0.275,122.04,1.09
'09-Sep-2017 11:00:00',9.90,0.2,89.38,0.643,204.25,1.13
'09-Sep-2017 12:00:00',10.97,0.0,84.75,0.482,261.91,1.18
'09-Sep-2017 13:00:00',11.96,0.0,78.57,1.050,374.36,1.22
'09-Sep-2017 14:00:00',13.35,0.0,69.36,1.229,499.00,1.26
'09-Sep-2017 15:00:00',13.78,0.0,63.58,1.357,459.00,1.25
'09-Sep-2017 16:00:00',14.02,0.0,60.47,1.206,412.24,1.23
'09-Sep-2017 17:00:00',13.29,0.2,59.48,1.576,257.91,1.14
'09-Sep-2017 18:00:00',12.27,0.0,64.65,0.993,52.73,1.09
